Timestamp,Node_ID,Application,CPU_Utilization,Memory_Usage,Workload_Intensity,Network_Traffic,Storage_Utilization,Number_of_Requests,CPU_Temperature,Power_Consumption,Clock_Speed,Cache_Size,Number_of_Cores
2023-08-09 17:45:10,Node_4,Analytics,50.72361947373586,37.00772514634551,Low,150 Mbps,90%,870,68.41176777687136,212.7671312792457,2.07,20,6
2023-08-09 16:45:37,Node_4,File Server,42.60292924300053,35.4209184799791,Moderate,20 Mbps,80%,777,64.0240717920753,161.2164115657928,2.57,16,8
2023-08-09 15:05:00,Node_4,Analytics,55.07189242653689,67.27841946423516,Moderate,50 Mbps,40%,600,63.641052780021454,243.6730513363169,2.43,20,2
2023-08-09 13:57:37,Node_4,Analytics,33.34173567633339,35.98962086921724,High,100 Mbps,80%,1302,67.18718367051744,158.97361642469195,3.17,6,8
2023-08-09 09:32:36,Node_4,AI Inference,58.89551778597017,53.26266854305108,High,150 Mbps,90%,247,65.81621780210541,277.1642235748988,2.76,20,6
2023-08-09 08:31:47,Node_4,Analytics,25.4531855619923,55.98926604370111,Moderate,150 Mbps,90%,684,63.45310713193843,245.96200037158707,2.98,20,4
2023-08-09 16:23:57,Node_4,AI Inference,68.73519172201236,37.701203077927005,Low,100 Mbps,60%,634,53.57964353375011,186.54843379514915,2.2,16,2
2023-08-09 13:12:23,Node_4,Database,59.86877283526718,78.79197151169117,High,100 Mbps,70%,1729,40.589654550448486,221.9680074149072,2.22,20,10
2023-08-09 16:01:25,Node_4,Web Server,33.29172909875201,32.40315882933835,Low,100 Mbps,80%,643,70.18476243422205,202.93319317395895,2.48,6,8
2023-08-09 09:16:59,Node_4,AI Inference,45.15617630146038,31.616383593320904,High,20 Mbps,80%,1851,61.92621990896605,302.6809237833579,3.11,12,6
2023-08-09 15:05:37,Node_4,Database,55.46491428649486,33.763990910623725,High,50 Mbps,90%,1664,40.50706052823124,259.32182011168686,2.71,6,10
2023-08-09 17:47:25,Node_4,Web Server,25.1374598480089,44.14136772364631,Low,150 Mbps,60%,434,48.10988623220528,188.2409683158124,2.76,6,10
2023-08-09 08:59:43,Node_4,File Server,15.5506994665234,54.03828939150935,Low,100 Mbps,90%,981,73.17166001208398,235.47442395266745,2.11,20,6
2023-08-09 12:08:09,Node_4,Web Server,60.418591965030885,37.11164960160647,Low,50 Mbps,40%,1411,53.737494704614186,182.25233955893043,3.43,16,4
2023-08-09 12:05:32,Node_4,Database,54.97000584504418,30.64722413379588,Moderate,50 Mbps,80%,1543,62.849089088190055,193.3428769076409,2.59,8,2
2023-08-09 09:25:23,Node_4,Database,46.08908177901195,41.74731983044012,Moderate,20 Mbps,90%,1467,55.43197599254343,218.18662045167207,2.14,8,4
2023-08-09 16:42:36,Node_4,Analytics,38.02893479757834,64.66299508785445,Moderate,150 Mbps,80%,1940,49.54362793294983,176.77304745704487,2.49,6,2
2023-08-09 09:05:10,Node_4,AI Inference,80.06766852685496,30.980810539184663,Moderate,100 Mbps,70%,1579,57.87845344466213,262.5270370114861,2.35,20,6
2023-08-09 09:46:28,Node_4,AI Inference,22.30042444311885,40.27706439801238,High,150 Mbps,90%,1077,53.27518774782445,317.81401955815977,2.8,8,4
2023-08-09 11:32:28,Node_4,Database,45.12922188779501,82.97856065905384,Moderate,20 Mbps,90%,1143,40.99755845594064,180.1614111567684,2.02,16,8
2023-08-09 17:01:26,Node_4,AI Inference,82.18226517306199,66.98756036290521,Moderate,20 Mbps,60%,1977,47.699213544562944,165.78558166452473,2.16,8,6
2023-08-09 10:38:46,Node_4,Web Server,31.342151417394835,83.37503004515719,Moderate,50 Mbps,60%,633,46.3666991327983,265.837843247757,2.84,20,6
2023-08-09 13:56:00,Node_4,Web Server,22.92050541949188,77.19202474004808,Moderate,50 Mbps,60%,410,57.575716148332376,159.02140171247717,3.23,6,6
2023-08-09 12:03:45,Node_4,Web Server,34.51685451789877,55.84775459627491,High,150 Mbps,40%,759,59.844998705767445,157.36112844790372,3.06,8,10
2023-08-09 14:47:59,Node_4,File Server,49.5759525532419,50.97044255374202,Low,50 Mbps,70%,896,55.94453716169412,344.61128867841086,2.64,20,2
2023-08-09 13:32:01,Node_4,Web Server,41.586971950642166,78.66461601538731,High,20 Mbps,60%,1394,56.42914462797564,195.36160312186487,2.83,16,2
2023-08-09 08:28:02,Node_4,Analytics,20.70985967383133,42.16597232297979,High,150 Mbps,40%,453,51.13422318842335,161.39746215780477,2.07,12,6
2023-08-09 12:05:33,Node_4,File Server,63.07000794761216,59.94395678053281,Moderate,200 Mbps,90%,1690,44.92406038700185,164.32906816474272,2.26,6,6
2023-08-09 11:55:48,Node_4,Web Server,37.56605015492177,35.919269947995154,Low,150 Mbps,80%,1191,56.06912343238686,303.63986874103745,2.53,20,8
2023-08-09 16:02:02,Node_4,AI Inference,48.1042635293165,75.22111222177668,High,50 Mbps,70%,231,62.49403907448533,164.6008397535135,2.99,20,6
2023-08-09 12:28:57,Node_4,Analytics,87.13186915399223,71.15429068106926,Moderate,100 Mbps,60%,1809,59.03849472349923,316.39108362662773,3.07,12,6
2023-08-09 17:13:31,Node_4,Web Server,78.37860733258428,32.9780216896012,High,150 Mbps,80%,479,56.56515126967284,187.1077473692875,2.4,20,10
2023-08-09 17:32:05,Node_4,Analytics,88.06838655742754,83.80289485720348,High,20 Mbps,90%,495,55.211528739824665,190.7134183616288,2.48,6,2
2023-08-09 14:45:13,Node_4,Analytics,44.47963209219445,83.95860042130366,High,100 Mbps,80%,1312,42.248375342474304,162.53358887428487,3.32,6,4
2023-08-09 15:51:12,Node_4,File Server,16.883336303112728,88.2840695044182,Low,20 Mbps,70%,248,72.60988497206293,184.25854446892367,3.33,20,6
2023-08-09 09:08:34,Node_4,File Server,89.9897274720617,79.97828720440499,Low,50 Mbps,90%,684,58.558976296939846,332.13248740967,3.33,8,10
2023-08-09 14:50:16,Node_4,Web Server,57.653423073252895,39.62988815490178,High,100 Mbps,80%,1656,58.85247055216063,250.7798892336045,2.64,12,10
2023-08-09 17:59:41,Node_4,File Server,24.565876026792868,44.09327088928016,Low,150 Mbps,90%,644,41.67991144271123,342.23033134810964,3.38,12,6
2023-08-09 09:25:57,Node_4,File Server,48.579263483848536,67.42913114822935,High,20 Mbps,40%,416,63.79973551527408,217.72326637646884,3.37,12,2
2023-08-09 13:18:41,Node_4,Database,31.30761373162516,65.780771579544,High,50 Mbps,40%,1091,41.91346480949905,348.7500212119103,2.81,6,8
2023-08-09 14:48:36,Node_4,File Server,61.00112974084873,33.81430594066389,Low,150 Mbps,60%,892,65.25404531673485,202.80437302268885,2.25,8,2
2023-08-09 17:57:27,Node_4,Web Server,83.94533259712559,42.969169742889946,High,150 Mbps,40%,1302,58.14218247490473,253.45244776484648,2.81,12,10
2023-08-09 16:13:46,Node_4,Analytics,73.07575500341362,74.28318175032612,Low,150 Mbps,80%,845,73.47405275679655,315.52931599738554,2.62,16,8
2023-08-09 11:47:18,Node_4,Web Server,71.08324381254633,42.42765887271646,High,150 Mbps,80%,1908,44.12262655298838,281.42461904720074,3.23,6,10
2023-08-09 17:41:04,Node_4,File Server,83.61971710504477,63.87031356103658,Low,150 Mbps,70%,1786,40.39375372796062,170.65342226536862,2.42,12,10
2023-08-09 09:13:53,Node_4,Web Server,53.576931038837145,62.11258520249213,High,20 Mbps,60%,1868,53.52080131222751,304.09702835487684,2.76,8,8
2023-08-09 13:31:02,Node_4,File Server,75.44194540535459,64.68711264150139,Moderate,100 Mbps,80%,1412,70.56295752352423,346.91680704838734,2.78,20,10
2023-08-09 15:58:30,Node_4,Database,60.29926360178117,49.121447896301255,High,150 Mbps,60%,1867,79.32027530641813,210.9882409939774,2.02,16,2
2023-08-09 13:46:42,Node_4,File Server,33.589557062253164,71.48210330425313,Low,100 Mbps,80%,1141,52.63029612425952,207.32560114692592,3.16,12,4
2023-08-09 16:09:52,Node_4,AI Inference,76.25712432357054,74.6544815068931,Low,200 Mbps,60%,631,52.49164080876525,288.38399808206486,3.3,8,4
2023-08-09 15:34:59,Node_4,File Server,38.07520764382045,44.76203401508938,High,50 Mbps,60%,505,56.42032730911596,238.0679124174171,2.79,16,4
2023-08-09 10:13:22,Node_4,Analytics,48.85271436523486,43.015312418751705,Low,50 Mbps,70%,1465,70.65004811622784,296.8510070474757,2.89,16,4
2023-08-09 13:05:21,Node_4,AI Inference,85.83131010672989,43.94622879111931,High,200 Mbps,60%,426,64.00257200993667,208.27160067910495,2.63,16,10
2023-08-09 14:42:30,Node_4,AI Inference,43.50275733438488,48.38355065878342,Moderate,150 Mbps,60%,577,72.90103916503415,188.16012117623643,2.33,8,2
2023-08-09 17:05:54,Node_4,File Server,22.61877197910841,45.44513772661125,Low,200 Mbps,60%,677,78.12244514867933,175.97353544575608,3.2,8,2
2023-08-09 11:55:27,Node_4,AI Inference,47.196522557059104,76.06536240318815,High,50 Mbps,80%,1170,62.26194538211942,327.0474803396985,3.31,12,10
2023-08-09 16:13:46,Node_4,AI Inference,85.33172028073926,40.29901009580713,Moderate,200 Mbps,40%,947,75.43824660568515,327.96707294589464,3.1,16,4
2023-08-09 08:58:34,Node_4,File Server,52.8986657906526,86.58035767661393,Low,200 Mbps,80%,1265,72.92906526918762,182.21505023276265,2.86,12,10
2023-08-09 10:16:10,Node_4,Web Server,69.63963674099546,42.898871845341695,Moderate,50 Mbps,90%,1720,42.32620044690259,258.9193749829738,3.49,8,10
2023-08-09 09:18:57,Node_4,Database,49.17149706279724,75.96873363901096,Moderate,150 Mbps,40%,1832,74.6677845338292,273.32309490721264,3.03,12,4
2023-08-09 08:34:24,Node_4,AI Inference,34.98907495880741,43.30701300678325,Low,200 Mbps,70%,1241,73.70527600155572,311.0523332281684,2.14,6,8
2023-08-09 16:23:23,Node_4,AI Inference,23.54347425227368,67.90910831750337,Moderate,200 Mbps,80%,1854,45.92420311948398,330.46862306631897,3.11,12,2
2023-08-09 17:11:22,Node_4,File Server,37.4795991550744,30.73569992909008,Moderate,150 Mbps,70%,969,42.00844375532515,221.21059146887524,2.63,12,6
2023-08-09 14:55:27,Node_4,Analytics,88.780015807958,63.23239853553212,High,20 Mbps,70%,347,49.84035849090787,193.230560669168,2.6,6,8
2023-08-09 14:11:35,Node_4,File Server,67.39852036648338,77.71880169627127,Low,200 Mbps,70%,1652,57.56163439740099,346.69300437046314,3.06,16,8
2023-08-09 16:40:18,Node_4,Database,15.306291860649504,36.87926588088464,High,100 Mbps,90%,1821,46.09961639739772,257.7488211241562,2.47,12,6
2023-08-09 16:13:04,Node_4,Analytics,13.157520477535254,63.534502357637145,Low,150 Mbps,70%,1618,65.96927447211914,303.8286145250901,2.88,6,6
2023-08-09 08:38:08,Node_4,Analytics,77.0658316654411,44.8519160113053,High,50 Mbps,70%,919,66.56404193015287,155.23643354404933,3.24,6,2
2023-08-09 14:37:13,Node_4,AI Inference,56.01127770702964,54.18908177291193,Moderate,100 Mbps,80%,1702,42.154070714237626,293.6429127330713,2.04,12,4
2023-08-09 08:16:52,Node_4,Database,67.36782149332218,44.41600797815687,Moderate,150 Mbps,80%,1027,57.43744770057248,178.313822540372,3.22,8,6
2023-08-09 13:56:00,Node_4,Analytics,45.7677990959308,62.79222984979395,High,20 Mbps,60%,1317,44.03892917612679,257.0917360588674,3.33,8,6
2023-08-09 09:16:08,Node_4,Database,46.685543988772274,46.77691835219946,High,200 Mbps,70%,275,68.66570302395422,343.96520197821553,2.13,6,8
2023-08-09 14:33:46,Node_4,Database,37.5902079556705,57.03844706174269,High,200 Mbps,40%,1748,71.71521624996036,261.60032202792456,2.94,20,8
2023-08-09 08:27:03,Node_4,AI Inference,44.00583290683936,67.03203098937448,Low,100 Mbps,40%,440,73.12643470274192,256.9070842563808,3.14,12,8
2023-08-09 12:40:09,Node_4,AI Inference,50.12516696537407,30.54229168254236,High,200 Mbps,60%,1963,65.85207401983152,182.98676908576147,2.06,16,4
2023-08-09 16:25:47,Node_4,Database,13.931661783608158,35.77663831153474,High,50 Mbps,70%,1167,64.02668762723057,211.3301411014916,3.13,16,2
2023-08-09 11:25:19,Node_4,File Server,79.1814523738521,61.877505995703714,Moderate,200 Mbps,60%,1794,68.46723209116251,193.4999584502554,3.35,8,8
2023-08-09 17:02:24,Node_4,AI Inference,37.8721305447423,33.869973148878515,Low,20 Mbps,60%,447,50.1361610314229,278.38668884781737,2.64,6,10
2023-08-09 15:08:26,Node_4,File Server,33.91311646095602,55.288398839718496,Low,100 Mbps,80%,349,77.05464331893444,268.0485745818331,2.57,6,10
2023-08-09 08:30:52,Node_4,Web Server,71.48160754613245,62.17642474047089,Low,50 Mbps,60%,453,62.04332729823497,315.3782643431645,2.28,12,4
2023-08-09 09:52:41,Node_4,Analytics,62.34608845159404,76.01643752763184,High,50 Mbps,70%,1524,60.64173944033591,342.26062033441553,3.27,8,2
2023-08-09 12:24:22,Node_4,Web Server,50.69354485012183,57.32782253101095,Moderate,50 Mbps,70%,1051,77.91223149493845,151.130494944518,3.33,12,6
2023-08-09 09:38:45,Node_4,Web Server,69.0312839226805,69.93986667359648,High,20 Mbps,80%,901,69.05153332552486,199.8560088815709,3.47,12,10
2023-08-09 09:40:57,Node_4,File Server,15.688732045622809,34.845996600598184,Low,100 Mbps,40%,1289,41.276813447012806,280.18454300709163,2.37,8,6
2023-08-09 09:32:36,Node_4,AI Inference,68.43165799677791,79.15198707258915,High,150 Mbps,80%,1070,72.80504016293075,266.30824085037705,3.47,20,6
2023-08-09 08:59:43,Node_4,Analytics,60.200888560433015,53.79388477590936,High,100 Mbps,80%,654,64.0811676711593,164.0234037006745,2.07,20,8
2023-08-09 09:28:49,Node_4,Analytics,51.95129176681522,52.06599467560899,High,50 Mbps,60%,1411,71.9290763540777,273.88648381198533,3.42,12,8
2023-08-09 16:51:48,Node_4,Analytics,72.41906102740695,33.011699857396444,Low,200 Mbps,60%,376,76.77484307952031,203.2254865037175,2.88,12,8
2023-08-09 10:56:20,Node_4,Database,87.402182670527,53.42399949351963,High,150 Mbps,70%,1740,69.52512173932938,286.96387463204167,2.23,12,8
2023-08-09 10:12:25,Node_4,Web Server,37.84320391179073,37.4269920269328,Low,150 Mbps,90%,1626,65.07133106035846,293.7189648101246,2.99,20,6
2023-08-09 08:29:17,Node_4,Web Server,11.18647483184552,34.86969869918921,Low,200 Mbps,40%,1376,67.19836086868212,152.93960682209956,2.36,8,6
2023-08-09 13:56:00,Node_4,AI Inference,87.31151216010096,72.41118573824012,Moderate,50 Mbps,90%,357,52.0425745314894,329.3461099718987,3.0,20,2
2023-08-09 12:02:24,Node_4,Web Server,76.71246501192581,71.35093179075332,High,150 Mbps,80%,1611,49.26326052850612,191.095135335524,3.38,20,6
2023-08-09 15:51:17,Node_4,Database,43.11552425247051,62.34735769056111,Low,150 Mbps,60%,714,48.91782028155252,164.9622940755019,2.3,16,2
2023-08-09 14:38:14,Node_4,AI Inference,60.23347576908734,70.9888018694376,High,150 Mbps,70%,869,57.80593323534788,202.49904410966343,2.69,16,10
2023-08-09 12:39:19,Node_4,Analytics,55.21764476944959,43.35905747926829,Low,200 Mbps,90%,845,68.98960753823928,328.1097959281332,3.23,8,10
2023-08-09 17:19:20,Node_4,Analytics,19.29674512810923,88.12162733643105,High,20 Mbps,80%,351,68.2199401074734,239.3831866520045,2.24,8,4
2023-08-09 09:43:58,Node_4,Database,81.78717274507606,74.4604372110814,Low,200 Mbps,70%,664,60.21602348981634,270.7735438177931,3.48,20,8
2023-08-09 08:24:07,Node_4,Web Server,52.17859221164306,84.02374431825956,High,200 Mbps,90%,476,56.51113737989266,285.82989721829614,3.08,16,6
